OBJECTID_1,FID_1,NCESID,NAME,ADDRESS,CITY,COUNTY,STATE,ZIP,TELEPHONE,NAICS_CODE,NAICS_DESC,LEVEL_,TYPE,STATUS,POPULATION,ENROLLMENT,FULL_TIME_,START_GRAD,END_GRADE,precinct
1242,97261,360009105928,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR Y,283 ADAMS ST,BROOKLYN,KINGS COUNTY,NY,11201,NOT AVAILABLE,611110,Elementary and Secondary Schools,Other,5,1,501,469,32,06,11,84
1243,97941,360009106164,"CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHI",105 JOHNSON ST,BROOKLYN,KINGS COUNTY,NY,11201,NOT AVAILABLE,611110,Elementary and Secondary Schools,High,5,1,355,335,20,09,12,84
1244,103159,360009206279,BROOKLYN FRONTIERS HIGH SCHOOL,112 SCHERMERHORN ST,BROOKLYN,KINGS COUNTY,NY,11201,NOT AVAILABLE,611110,Elementary and Secondary Schools,Other,5,3,91,81,10,09,09,84
1245,56336,360009105901,URBAN ASSEMBLY ACADEMY OF ARTS AND LETTERS,225 ADELPHI ST,BROOKLYN,KINGS COUNTY,NY,11205,(718) 222-1605,611110,Elementary and Secondary Schools,Primary,1,1,451,424,27,KG,08,88
1246,56588,360004604487,COMMUNITY PARTNERSHIP CHARTER SCHOOL,241 EMERSON PLACE,BROOKLYN,KINGS COUNTY,NY,11205,(718) 399-1495,611110,Elementary and Secondary Schools,Primary,1,1,411,378,33,KG,07,88
1247,56591,360009102784,PS 270 JOHANN DEKALB,241 EMERSON PLACE,BROOKLYN,KINGS COUNTY,NY,11205,(718) 622-2443,611110,Elementary and Secondary Schools,Primary,1,1,221,204,17,PK,05,88
1248,56595,360009105694,SATELLITE THREE,170 GATES AVE,BROOKLYN,KINGS COUNTY,NY,11238,(718) 789-5835,611110,Elementary and Secondary Schools,Middle,1,1,286,265,21,06,08,88
1249,56781,360015905898,COMMUNITY ROOTS CHARTER SCHOOL,51 ST EDWARDS ST 3RD FL,BROOKLYN,KINGS COUNTY,NY,11205,(718) 858-1629,611110,Elementary and Secondary Schools,Primary,1,1,332,299,33,KG,05,88
1250,56964,360009101928,BROOKLYN TECHNICAL HIGH SCHOOL,29 FT GREENE PLACE,BROOKLYN,KINGS COUNTY,NY,11217,(718) 804-6400,611110,Elementary and Secondary Schools,High,3,1,5567,5323,244,09,12,88
1251,56967,360009102106,PS 20 CLINTON HILL,225 ADELPHI ST,BROOKLYN,KINGS COUNTY,NY,11205,(718) 834-6744,611110,Elementary and Secondary Schools,Primary,1,1,346,325,21,PK,05,88
1252,56969,360009102205,PS 46 EDWARD C BLUM,100 CLERMONT AVE,BROOKLYN,KINGS COUNTY,NY,11205,(718) 834-7694,611110,Elementary and Secondary Schools,Primary,1,1,409,381,28,PK,05,88
1253,56975,360009102781,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,101 PARK AVE,BROOKLYN,KINGS COUNTY,NY,11205,(718) 834-6760,611110,Elementary and Secondary Schools,Other,1,1,479,446,33,06,12,88
1254,57059,360009102280,PS 67 CHARLES A DORSEY,51 ST EDWARDS ST,BROOKLYN,KINGS COUNTY,NY,11205,(718) 834-6756,611110,Elementary and Secondary Schools,Primary,1,1,285,265,20,PK,05,88
1255,57527,360009102074,PS 11 PURVIS J BEHAN,419 WAVERLY AVE,BROOKLYN,KINGS COUNTY,NY,11238,(718) 638-2661,611110,Elementary and Secondary Schools,Primary,1,1,679,640,39,PK,05,88
1256,57529,360009102243,PS 56 LEWIS H LATIMER,170 GATES AVE,BROOKLYN,KINGS COUNTY,NY,11238,(718) 857-3149,611110,Elementary and Secondary Schools,Primary,1,1,280,258,22,PK,05,88
1257,57535,360009102315,BENJAMIN BANNEKER ACADEMY,71 77 CLINTON AVE,BROOKLYN,KINGS COUNTY,NY,11238,(718) 797-3702,611110,Elementary and Secondary Schools,High,1,1,922,893,29,09,12,88
1258,57542,360009104523,MS 113 RONALD EDMONDS LEARNING CENTER,300 ADELPHI ST,BROOKLYN,KINGS COUNTY,NY,11205,(718) 834-6734,611110,Elementary and Secondary Schools,Middle,1,1,952,894,58,06,08,88
1259,57588,360013504319,PS 753 SCHOOL FOR CAREER DEVELOPMENT,510 CLERMONT AVE,BROOKLYN,KINGS COUNTY,NY,11238,(718) 857-4646,611110,Elementary and Secondary Schools,High,2,1,323,285,38,09,12,88
1260,100247,360101606201,LEADERSHIP PREPARATORY BROWNSVILLE CHARTER SCHOOL,213 OSBORN ST,BROOKLYN,KINGS COUNTY,NY,11212,(716) 669-7461,611110,Elementary and Secondary Schools,Primary,1,1,258,229,29,KG,03,88
1261,100858,360009106205,FORT GREEN PREPARATORY ACADEMY,100 CLERMONT AVE,BROOKLYN,KINGS COUNTY,NY,11205,(718) 254-9401,611110,Elementary and Secondary Schools,Middle,1,1,196,182,14,06,07,88
1262,56481,360011903074,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,850 GRAND ST,BROOKLYN,KINGS COUNTY,NY,11211,(718) 387-0228,611110,Elementary and Secondary Schools,High,1,1,1120,1067,53,09,12,90
1263,56496,360011905896,GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS,223 GRAHAM AVE,BROOKLYN,KINGS COUNTY,NY,11206,(718) 599-1207,611110,Elementary and Secondary Schools,High,1,1,416,390,26,09,12,90
1264,56497,360011905929,BROOKLYN LATIN SCHOOL,325 BUSHWICK AVE,BROOKLYN,KINGS COUNTY,NY,11206,(718) 366-0154,611110,Elementary and Secondary Schools,High,1,1,495,468,27,09,12,90
1265,56765,360011903091,"HIGH SCHOOL OF ENTERPRISE, BUSINESS AND TECHNOLOGY",850 GRAND ST,BROOKLYN,KINGS COUNTY,NY,11211,(718) 387-2800,611110,Elementary and Secondary Schools,High,1,1,1027,978,49,09,12,90
1266,56768,360011900892,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,250 HOOPER ST,BROOKLYN,KINGS COUNTY,NY,11211,(718) 387-1125,611110,Elementary and Secondary Schools,High,1,1,231,216,15,09,12,90
1267,56770,360011902865,PS 19 ROBERTO CLEMENTE,325 SOUTH 3RD ST,BROOKLYN,KINGS COUNTY,NY,11211,(718) 387-7820,611110,Elementary and Secondary Schools,Primary,1,1,377,353,24,KG,05,90
1268,56880,360004104491,BEGINNING WITH CHILDREN CHARTER SCHOOL,11 BARTLETT ST,BROOKLYN,KINGS COUNTY,NY,11206,(718) 388-8847,611110,Elementary and Secondary Schools,Primary,1,1,468,439,29,KG,08,90
1269,56889,360011904604,PS 319,360 KEAP ST,BROOKLYN,KINGS COUNTY,NY,11211,(718) 388-1588,611110,Elementary and Secondary Schools,Primary,1,1,204,187,17,PK,01,90
1270,56891,360011905702,MS 582,207 BUSHWICK AVE,BROOKLYN,KINGS COUNTY,NY,11206,(718) 456-8218,611110,Elementary and Secondary Schools,Middle,1,1,339,313,26,06,08,90
1271,56922,360011905884,ACADEMY FOR YOUNG WRITERS,183 SOUTH 3RD ST,BROOKLYN,KINGS COUNTY,NY,11211,(718) 388-1194,611110,Elementary and Secondary Schools,High,1,1,422,398,24,09,12,90
1272,56924,360011905933,LYONS COMMUNITY SCHOOL,223 GRAHAM AVE,BROOKLYN,KINGS COUNTY,NY,11206,(718) 782-0918,611110,Elementary and Secondary Schools,Other,1,1,577,527,50,06,12,90
1273,56957,360014505814,WILLIAMSBURG COLLEGIATE CHARTER SCHOOL,157 WILSON ST 4TH FL,BROOKLYN,KINGS COUNTY,NY,11211,(718) 302-4018,611110,Elementary and Secondary Schools,Other,1,1,434,409,25,05,11,90
1274,56977,360011902091,PS 16 LEONARD DUNKLY,157 WILSON ST,BROOKLYN,KINGS COUNTY,NY,11211,(718) 782-5352,611110,Elementary and Secondary Schools,Primary,1,1,328,304,24,PK,05,90
1275,56981,360011902221,JHS 50 JOHN D WELLS,183 SOUTH 3RD ST,BROOKLYN,KINGS COUNTY,NY,11211,(718) 387-4184,611110,Elementary and Secondary Schools,Middle,1,1,444,413,31,06,08,90
1276,56982,360011902291,JUAN MOREL CAMPOS SECONDARY SCHOOL,215 HEYWARD ST,BROOKLYN,KINGS COUNTY,NY,11206,(718) 302-7900,611110,Elementary and Secondary Schools,Other,1,1,928,864,64,06,12,90
1277,56983,360011902326,PS 84 JOSE DE DIEGO,250 BERRY ST,BROOKLYN,KINGS COUNTY,NY,11211,(718) 384-8063,611110,Elementary and Secondary Schools,Primary,1,1,473,435,38,PK,05,90
1278,56995,360011902773,PS 257 JOHN F HYLAN,60 COOK ST,BROOKLYN,KINGS COUNTY,NY,11206,(718) 384-7128,611110,Elementary and Secondary Schools,Primary,1,1,683,637,46,PK,05,90
1279,56996,360011902816,IS 318 EUGENO MARIA DE HOSTOS,101 WALTON ST,BROOKLYN,KINGS COUNTY,NY,11206,(718) 782-0589,611110,Elementary and Secondary Schools,Middle,1,1,1740,1647,93,06,08,90
1280,56997,360011903078,SCHOOL FOR LEGAL STUDIES,850 GRAND ST,BROOKLYN,KINGS COUNTY,NY,11211,(718) 387-2800,611110,Elementary and Secondary Schools,High,1,1,792,753,39,09,12,90
1281,56998,360011904358,PS 380 JOHN WAYNE ELEMENTARY,370 MARCY AVE,BROOKLYN,KINGS COUNTY,NY,11206,(718) 388-0607,611110,Elementary and Secondary Schools,Primary,1,1,627,580,47,PK,05,90
1282,57549,360011902096,PS 18 EDWARD BUSH,101 MAUJER ST,BROOKLYN,KINGS COUNTY,NY,11206,(718) 387-3241,611110,Elementary and Secondary Schools,Primary,1,1,232,214,18,PK,05,90
1283,57564,360011902533,PS 147 ISSAC REMSEN,325 BUSHWICK AVE,BROOKLYN,KINGS COUNTY,NY,11206,(718) 497-0326,611110,Elementary and Secondary Schools,Primary,1,1,243,227,16,PK,05,90
1284,57567,360011902668,PS 196 TEN EYCK,207 BUSHWICK AVE,BROOKLYN,KINGS COUNTY,NY,11206,(718) 497-0139,611110,Elementary and Secondary Schools,Primary,1,1,430,393,37,PK,05,90
1285,57573,360011902764,PS 250 GEORGE H LINDSEY,108 MONTROSE AVE,BROOKLYN,KINGS COUNTY,NY,11206,(718) 384-0889,611110,Elementary and Secondary Schools,Primary,1,1,813,765,48,PK,05,90
1286,97743,360011906033,YOUNG WOMEN S LEADERSHIP SCHOOL OF BROOKLYN,223 GRAHAM AVE,BROOKLYN,KINGS COUNTY,NY,11206,NOT AVAILABLE,611110,Elementary and Secondary Schools,Middle,5,1,270,249,21,06,09,90
1287,56479,360011902412,PS 110 THE MONITOR,124 MONITOR ST,BROOKLYN,KINGS COUNTY,NY,11222,(718) 383-7600,611110,Elementary and Secondary Schools,Primary,1,1,381,358,23,PK,05,94
1288,56483,360011905699,BROOKLYN PREPARATORY HIGH SCHOOL,257 NORTH 6TH ST,BROOKLYN,KINGS COUNTY,NY,11211,(718) 486-2550,611110,Elementary and Secondary Schools,High,1,1,429,400,29,09,12,94
1289,56485,360011905701,CONSELYEA PREPARATORY SCHOOL,208 NORTH 5TH ST,BROOKLYN,KINGS COUNTY,NY,11211,(718) 486-6211,611110,Elementary and Secondary Schools,Middle,1,1,512,483,29,06,08,94
1290,56487,360011905703,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,257 NORTH 6TH ST,BROOKLYN,KINGS COUNTY,NY,11211,(718) 388-1260,611110,Elementary and Secondary Schools,High,1,1,528,500,28,09,12,94
1291,56751,360011505705,WILLIAMSBURG CHARTER HIGH SCHOOL,198 VARET ST,BROOKLYN,KINGS COUNTY,NY,11206,(718) 782-9830,611110,Elementary and Secondary Schools,High,1,1,1101,1028,73,09,12,94
1292,56759,360011902487,PS 132 THE CONSELYEA SCHOOL,320 MANHATTAN AVE,BROOKLYN,KINGS COUNTY,NY,11211,(718) 599-7301,611110,Elementary and Secondary Schools,Primary,1,1,846,799,47,PK,05,94
1293,56894,360011905704,WILLIAMSBURG PREPARATORY SCHOOL,257 NORTH 6TH ST,BROOKLYN,KINGS COUNTY,NY,11211,(718) 302-2306,611110,Elementary and Secondary Schools,High,1,1,614,575,39,09,12,94
1294,56976,360011901913,AUTOMOTIVE HIGH SCHOOL,50 BEDFORD AVE,BROOKLYN,KINGS COUNTY,NY,11222,(718) 218-9301,611110,Elementary and Secondary Schools,High,3,1,791,737,54,09,12,94
1295,56978,360011902095,PS 17 HENRY D WOODWORTH,208 NORTH 5TH ST,BROOKLYN,KINGS COUNTY,NY,11211,(718) 387-2929,611110,Elementary and Secondary Schools,Primary,1,1,424,386,38,PK,05,94
1296,56979,360011902144,PS 31 SAMUEL F DUPONT,75 MESEROLE AVE,BROOKLYN,KINGS COUNTY,NY,11222,(718) 383-8998,611110,Elementary and Secondary Schools,Primary,1,1,647,610,37,PK,05,94
1297,56980,360011902156,PS 34 OLIVER H PERRY,131 NORMAN AVE,BROOKLYN,KINGS COUNTY,NY,11222,(718) 389-5842,611110,Elementary and Secondary Schools,Primary,1,1,555,525,30,PK,05,94
1298,56993,360011902467,JOHN ERICSSON MIDDLE SCHOOL 126,424 LEONARD ST,BROOKLYN,KINGS COUNTY,NY,11222,(718) 782-2527,611110,Elementary and Secondary Schools,Middle,1,1,356,319,37,06,08,94
1299,97020,360094806058,BELIEVE NORTHSIDE CHARTER HIGH SCHOOL,424 LEONARD ST 4TH FL,BROOKLYN,KINGS COUNTY,NY,11222,NOT AVAILABLE,611110,Elementary and Secondary Schools,Other,5,1,296,272,24,09,11,94
1300,97022,360097206055,BELIEVE SOUTHSIDE CHARTER HIGH SCHOOL,424 LEONARD ST 3RD FL,BROOKLYN,KINGS COUNTY,NY,11222,NOT AVAILABLE,611110,Elementary and Secondary Schools,Other,5,1,271,248,23,09,11,94
1301,97745,360011906080,FRANCES PERKINS ACADEMY,50 BEDFORD AVE,BROOKLYN,KINGS COUNTY,NY,11222,NOT AVAILABLE,611110,Elementary and Secondary Schools,High,5,1,190,173,17,09,12,94
1302,58080,360012302426,PS MS 114 BELLE HARBOR,134 01 CRONSTON AVE,ROCKAWAY PARK,QUEENS COUNTY,NY,11694,(718) 634-3382,611110,Elementary and Secondary Schools,Primary,1,1,831,779,52,KG,08,100
1303,58081,360012302634,PS 183 DR RICHARD R GREEN,2 45 BEACH 79TH ST,ROCKAWAY BEACH,QUEENS COUNTY,NY,11693,(718) 634-9459,611110,Elementary and Secondary Schools,Primary,1,1,676,635,41,PK,08,100
1304,58359,360012301918,BEACH CHANNEL HIGH SCHOOL,100 00 BEACH CHANNEL DR,ROCKAWAY PARK,QUEENS COUNTY,NY,11694,(718) 945-6900,611110,Elementary and Secondary Schools,High,1,1,718,687,31,09,12,100
1305,58500,360012302208,PS 47 CHRIS GALAS,9 POWER RD,BROAD CHANNEL,QUEENS COUNTY,NY,11693,(718) 634-7167,611110,Elementary and Secondary Schools,Primary,1,1,274,257,17,PK,08,100
1306,58537,360012302190,PS MS 42 R VERNAM,488 BEACH 66TH ST,ARVERNE,QUEENS COUNTY,NY,11692,(718) 634-7914,611110,Elementary and Secondary Schools,Primary,1,1,644,593,51,KG,08,100
1307,58543,360012302732,PS 225 SEASIDE,1 90 BEACH 110TH ST,ROCKAWAY PARK,QUEENS COUNTY,NY,11694,(718) 945-5218,611110,Elementary and Secondary Schools,Unknown,1,2,0,-2,-2,05,08,100
1308,58545,360012305831,SCHOLARS  ACADEMY,320 BEACH 104TH ST,ROCKAWAY PARK,QUEENS COUNTY,NY,11694,(718) 474-6918,611110,Elementary and Secondary Schools,Other,1,1,1108,1062,46,06,12,100
1309,58546,360012305731,CHANNEL VIEW SCHOOL FOR RESEARCH,100 00 BEACH CHANNEL DR,ROCKAWAY PARK,QUEENS COUNTY,NY,11694,(718) 634-1970,611110,Elementary and Secondary Schools,Other,1,1,677,636,41,06,12,100
1310,100184,360012306194,ROCKAWAY PARK HIGH SCHOOL FOR ENVIRONMENTAL SUSTAI,100 00 BEACH CHANNEL DR,ROCKAWAY PARK,QUEENS COUNTY,NY,11694,(718) 318-6170,611110,Elementary and Secondary Schools,Other,1,1,214,202,12,09,10,100
1311,97990,360012306106,WATERSIDE CHILDREN S STUDIO SCHOOL,1 90 BEACH 110TH ST,ROCKAWAY PARK,QUEENS COUNTY,NY,11694,NOT AVAILABLE,611110,Elementary and Secondary Schools,Primary,5,1,455,423,32,PK,05,100
1312,97991,360012306127,WATERSIDE SCHOOL FOR LEADERSHIP,1 90 BEACH 110TH ST,ROCKAWAY PARK,QUEENS COUNTY,NY,11694,NOT AVAILABLE,611110,Elementary and Secondary Schools,Middle,5,1,212,200,12,06,08,100
1313,102580,360012306277,ROCKAWAY COLLEGIATE HIGH SCHOOL,10000 BEACH CHANNEL DR,ROCKAWAY PARK,QUEENS COUNTY,NY,11694,(718) 634-3031,611110,Elementary and Secondary Schools,Other,1,3,104,98,6,09,09,100
1314,58078,360012302395,PS 105 THE BAY SCHOOL,420 BEACH 51ST ST,FAR ROCKAWAY,QUEENS COUNTY,NY,11691,(718) 474-8615,611110,Elementary and Secondary Schools,Primary,1,1,988,916,72,PK,08,101
1315,58079,360012302398,PS 106,180 BEACH 35TH ST,FAR ROCKAWAY,QUEENS COUNTY,NY,11691,(718) 327-5828,611110,Elementary and Secondary Schools,Primary,1,1,342,315,27,PK,05,101
1316,58091,360012302714,PS 215 LUCRETIA MOTT,535 BRIAR PLACE,FAR ROCKAWAY,QUEENS COUNTY,NY,11691,(718) 327-7928,611110,Elementary and Secondary Schools,Primary,1,1,724,680,44,PK,05,101
1317,58098,360012305728,PS 253,1307 CENTRAL AVE,FAR ROCKAWAY,QUEENS COUNTY,NY,11691,(718) 327-0895,611110,Elementary and Secondary Schools,Primary,1,1,530,491,39,PK,05,101
1318,58104,360012305730,FREDERICK DOUGLAS ACADEMY VI HIGH SCHOOL,8 21 BAY 25TH ST,FAR ROCKAWAY,QUEENS COUNTY,NY,11691,(718) 471-2154,611110,Elementary and Secondary Schools,High,1,1,475,448,27,09,12,101
1319,58108,360012305890,KAPPA VI,8 21 BAY 25TH ST,FAR ROCKAWAY,QUEENS COUNTY,NY,11691,(718) 471-6934,611110,Elementary and Secondary Schools,Middle,1,1,281,264,17,06,08,101
1320,58120,360011805732,PENINSULA PREPARATORY ACADEMY CHARTER SCHOOL,111 11 ROCKAWAY BEACH BLVD,ROCKAWAY PARK,QUEENS COUNTY,NY,11694,(347) 403-9237,611110,Elementary and Secondary Schools,Primary,1,1,368,345,23,KG,05,101
1321,58367,360012302512,PS 43,160 BEACH 29TH ST,FAR ROCKAWAY,QUEENS COUNTY,NY,11691,(718) 327-5860,611110,Elementary and Secondary Schools,Primary,1,1,1330,1247,83,PK,08,101
1322,58375,360012302671,PS 197 THE OCEAN SCHOOL,825 HICKSVILLE RD,FAR ROCKAWAY,QUEENS COUNTY,NY,11691,(718) 327-1083,611110,Elementary and Secondary Schools,Primary,1,1,551,513,38,PK,05,101
1323,58495,360012301948,FAR ROCKAWAY HIGH SCHOOL,8 21 BAY 25TH ST,FAR ROCKAWAY,QUEENS COUNTY,NY,11691,(718) 327-6001,611110,Elementary and Secondary Schools,Unknown,1,2,0,-2,-2,09,12,101
1324,58513,360012301972,MS 53 BRIAN PICCOLO,10 45 NAMEOKE ST,FAR ROCKAWAY,QUEENS COUNTY,NY,11691,(718) 471-6900,611110,Elementary and Secondary Schools,Middle,1,1,473,445,28,06,08,101
1325,58523,360012302392,PS 104 THE BAYS WATER,26 01 MOTT AVE,FAR ROCKAWAY,QUEENS COUNTY,NY,11691,(718) 327-1910,611110,Elementary and Secondary Schools,Primary,1,1,685,636,49,PK,05,101
1326,58547,360012305883,GOLDIE MAPLE ACADEMY,3 65 BEACH 56TH ST,ARVERNE,QUEENS COUNTY,NY,11692,(718) 945-3300,611110,Elementary and Secondary Schools,Primary,1,1,588,551,37,PK,08,101
1327,100258,360101806192,CHALLENGE PREPARATORY CHARTER SCHOOL,365 BEACH 56TH ST,ARVERNE,QUEENS COUNTY,NY,11692,(718) 634-1634,611110,Elementary and Secondary Schools,Primary,1,1,221,207,14,KG,02,101
1328,97675,360012305999,"QUEENS HIGH SCHOOL FOR INFORMATION, RESEARCH AND T",8 21 BAY 25TH ST,FAR ROCKAWAY,QUEENS COUNTY,NY,11691,NOT AVAILABLE,611110,Elementary and Secondary Schools,High,5,1,322,309,13,09,12,101
1329,97697,360012306079,ACADEY OF MEDICAL TECHNOLOGY   A COLLEGE BOARD SCH,8 21 BAY 25TH ST,FAR ROCKAWAY,QUEENS COUNTY,NY,11691,NOT AVAILABLE,611110,Elementary and Secondary Schools,Other,5,1,556,526,30,06,12,101
1330,97989,360012306104,VILLAGE ACADEMY,10 45 NAMEOKE ST,FAR ROCKAWAY,QUEENS COUNTY,NY,11691,NOT AVAILABLE,611110,Elementary and Secondary Schools,Middle,5,1,293,275,18,06,08,101
1331,58077,360012302259,PS 60 WOODHAVEN,91 02 88TH AVE,WOODHAVEN,QUEENS COUNTY,NY,11421,(718) 441-5046,611110,Elementary and Secondary Schools,Primary,1,1,1320,1243,77,PK,05,102
1332,58102,360012305729,PS 254,84 40 101ST ST,RICHMOND HILL,QUEENS COUNTY,NY,11418,(718) 846-1840,611110,Elementary and Secondary Schools,Primary,1,1,691,650,41,PK,05,102
1333,58206,360010002241,PS 55 MAURE,131 10 97TH AVE,RICHMOND HILL,QUEENS COUNTY,NY,11418,(718) 849-3845,611110,Elementary and Secondary Schools,Primary,1,1,648,603,45,PK,05,102
1334,58393,360010002376,PS 99 KEW GARDENS,82 37 KEW GARDENS RD,KEW GARDENS,QUEENS COUNTY,NY,11415,(718) 544-4343,611110,Elementary and Secondary Schools,Primary,1,1,865,813,52,KG,06,102
1335,58459,360012301790,PS 51,87 45 117TH ST,RICHMOND HILL,QUEENS COUNTY,NY,11418,(718) 850-0738,611110,Elementary and Secondary Schools,Primary,1,1,304,285,19,PK,01,102
1336,58474,360012302369,PS 97 FOREST PARK,85 52 85TH ST,WOODHAVEN,QUEENS COUNTY,NY,11421,(718) 849-4870,611110,Elementary and Secondary Schools,Primary,1,1,774,721,53,PK,05,102
1337,58478,360010002236,PS 54 HILLSIDE,86 02 127TH ST,RICHMOND HILL,QUEENS COUNTY,NY,11418,(718) 849-0962,611110,Elementary and Secondary Schools,Primary,1,1,586,552,34,KG,05,102
1338,58483,360010004734,PS 161 ARTHUR ASHE SCHOOL,101 33 124TH ST,JAMAICA,QUEENS COUNTY,NY,11419,(718) 441-5493,611110,Elementary and Secondary Schools,Primary,1,1,817,764,53,PK,06,102
1339,58503,360012302265,PS 62 CHESTER PARK,97 25 108TH ST,SOUTH RICHMOND HILL,QUEENS COUNTY,NY,11419,(718) 849-0992,611110,Elementary and Secondary Schools,Primary,1,1,1003,947,56,KG,05,102
1340,58512,360012302273,PS 64 JOSEPH P ADDABBO,82 01 101ST AVE,OZONE PARK,QUEENS COUNTY,NY,11416,(718) 845-8290,611110,Elementary and Secondary Schools,Primary,1,1,697,661,36,KG,05,102
1341,58516,360012302278,PS 66 JACQUELINE KENNEDY ONASSIS,85 11 102ND ST,RICHMOND HILL,QUEENS COUNTY,NY,11418,(718) 849-0184,611110,Elementary and Secondary Schools,Primary,1,1,562,523,39,PK,05,102
1342,58519,360012302345,PS 90 HORACE MANN,86 50 109TH ST,RICHMOND HILL,QUEENS COUNTY,NY,11418,(718) 847-3370,611110,Elementary and Secondary Schools,Primary,1,1,937,878,59,PK,05,102
1343,58534,360012302704,JHS 210 ELIZABETH BLACKWELL,93 11 101ST AVE,OZONE PARK,QUEENS COUNTY,NY,11416,(718) 845-5942,611110,Elementary and Secondary Schools,Middle,1,1,2194,2072,122,06,08,102
1344,58538,360012302863,RICHMOND HILL HIGH SCHOOL,89 30 114TH ST,RICHMOND HILL,QUEENS COUNTY,NY,11418,(718) 846-3335,611110,Elementary and Secondary Schools,High,1,1,2700,2547,153,09,12,102
1345,58541,360012304352,PS 56 HARRY EICHLER,86 10 114TH ST,RICHMOND HILL,QUEENS COUNTY,NY,11418,(718) 441-4448,611110,Elementary and Secondary Schools,Primary,1,1,468,439,29,02,05,102
1346,58548,360012305899,"HIGH SCH CONSTRUCTION, TRADES, ENGINEERING AND ARC",94 06 104TH ST,OZONE PARK,QUEENS COUNTY,NY,11416,(718) 846-6280,611110,Elementary and Secondary Schools,High,1,1,976,923,53,09,12,102
1347,100190,360012306195,PS 273,88 01 102ND ST,RICHMOND HILL,QUEENS COUNTY,NY,11418,(718) 286-8300,611110,Elementary and Secondary Schools,Primary,1,1,144,134,10,PK,01,102
1348,97685,360012306036,NEW YORK CITY ACADEMY FOR DISCOVERY,95 16 89TH AVE,WOODHAVEN,QUEENS COUNTY,NY,11421,NOT AVAILABLE,611110,Elementary and Secondary Schools,Primary,5,1,386,358,28,PK,04,102
1349,58062,360010105545,PS IS 268,92 07 175TH ST,JAMAICA,QUEENS COUNTY,NY,11433,(718) 206-3240,611110,Elementary and Secondary Schools,Primary,1,1,650,613,37,KG,08,103
1350,58148,360010002181,PS 40 SAMUEL HUNTINGTON,109 20 UNION HALL ST,JAMAICA,QUEENS COUNTY,NY,11433,(718) 526-1906,611110,Elementary and Secondary Schools,Primary,1,1,592,551,41,PK,05,103
1351,58168,360010002574,PS 160 WALTER FRANCIS BISHOP,109 59 INWOOD ST,JAMAICA,QUEENS COUNTY,NY,11435,(718) 526-5523,611110,Elementary and Secondary Schools,Primary,1,1,792,741,51,PK,06,103
1352,58185,360010102432,PS IS 116 WILLIAM C HUGHLEY,107 25 WREN PLACE,JAMAICA,QUEENS COUNTY,NY,11433,(718) 526-4884,611110,Elementary and Secondary Schools,Primary,1,1,822,769,53,PK,08,103
1353,58202,360010102493,PS 134 HOLLIS,203 02 109TH AVE,HOLLIS,QUEENS COUNTY,NY,11423,(718) 464-5544,611110,Elementary and Secondary Schools,Primary,1,1,550,512,38,PK,05,103
1354,58204,360010002222,PS 50 TALFOURD LAWN ELEMENTARY SCHOOL,143 26 101ST AVE,JAMAICA,QUEENS COUNTY,NY,11435,(718) 526-5336,611110,Elementary and Secondary Schools,Primary,1,1,835,783,52,PK,05,103
1355,58209,360010002322,PS 82 HAMMOND,88 02 144TH ST,JAMAICA,QUEENS COUNTY,NY,11435,(718) 526-4139,611110,Elementary and Secondary Schools,Primary,1,1,700,657,43,KG,05,103
1356,58226,360010102362,PS 95 EASTWOOD,179 01 90TH AVE,JAMAICA,QUEENS COUNTY,NY,11432,(718) 739-0007,611110,Elementary and Secondary Schools,Primary,1,1,1496,1413,83,KG,05,103
1357,58458,360010004611,PS 182 SAMANTHA SMITH,90 36 150TH ST,JAMAICA,QUEENS COUNTY,NY,11435,(718) 291-8500,611110,Elementary and Secondary Schools,Primary,1,1,893,835,58,PK,03,103
1358,58462,360010102162,PS 35 NATHANIEL WOODHULL,191 02 90TH AVE,HOLLIS,QUEENS COUNTY,NY,11423,(718) 465-6820,611110,Elementary and Secondary Schools,Primary,1,1,722,681,41,PK,05,103
1359,58490,360010005832,YOUNG WOMEN S LEADERSHIP SCHOOL OF QUEENS,150 91 87TH RD,JAMAICA,QUEENS COUNTY,NY,11432,(718) 725-0402,611110,Elementary and Secondary Schools,Other,1,1,536,507,29,06,12,103
1360,58558,360013504781,PS 233,91 30 METROPOLITAN AVE,FOREST HILLS,QUEENS COUNTY,NY,11375,(718) 286-4700,611110,Elementary and Secondary Schools,Other,2,1,474,397,77,03,12,103
1361,58593,360010005297,QUEENS HIGH SCHOOL FOR THE SCIENCES AT YORK COLLEG,94 50 159TH ST,JAMAICA,QUEENS COUNTY,NY,11451,(718) 657-3181,611110,Elementary and Secondary Schools,High,1,1,441,418,23,09,12,103
